Collected At,Store Name,Address,Store Phone,Owner Phone,Delivery Type,Volume (L),Price per Liter (KRW),Total Price (KRW),Collected By
2025-03-01,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,7.5,1300,9750,Lee Jeong Hwa
2025-03-15,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,8.4,1600,13440,Park Ji Hye
2025-04-01,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,7.1,1300,9230,Kim Jung Je
2023-05-03,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,7.8,1300,10140,Choi Cheong So
2023-05-10,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,5.1,1300,6629,Kim Jung Je
2023-05-25,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,7.3,1500,10950,Park Ji Hye
2023-06-06,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,4.6,1600,7359,Lee Jeong Hwa
2023-07-15,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,5.5,1500,8250,Choi Cheong So
2023-09-01,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,5.9,1500,8850,Park Ji Hye
2023-09-04,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,9.3,1300,12090,Choi Cheong So
2023-09-24,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,9.1,1500,13650,Hong Soo Geo
2023-09-29,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,8.7,1500,13049,Lee Jeong Hwa
2023-10-02,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,5.5,1300,7150,Park Ji Hye
2023-10-02,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,7.0,1600,11200,Choi Cheong So
2023-10-18,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,6.1,1300,7929,Kim Jung Je
2023-11-15,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,5.9,1300,7670,Hong Soo Geo
2023-11-20,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,7.9,1500,11850,Choi Cheong So
2023-12-08,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,5.3,1600,8480,Choi Cheong So
2023-12-14,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,7.1,1600,11360,Lee Jeong Hwa
2023-12-19,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,6.5,1300,8450,Park Ji Hye
2024-01-28,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,6.6,1600,10560,Lee Jeong Hwa
2024-03-11,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,4.7,1500,7050,Lee Jeong Hwa
2024-03-25,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,4.4,1300,5720,Hong Soo Geo
2024-05-14,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,5.6,1300,7279,Hong Soo Geo
2024-05-28,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,5.6,1600,8960,Kim Jung Je
2024-07-16,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,7.1,1300,9230,Choi Cheong So
2024-08-04,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,6.8,1500,10200,Hong Soo Geo
2024-08-05,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,9.8,1300,12740,Lee Jeong Hwa
2024-08-16,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,8.7,1500,13049,Park Ji Hye
2024-10-07,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,4.4,1500,6600,Park Ji Hye
2024-10-16,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,6.1,1500,9150,Kim Jung Je
2024-10-20,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,4.0,1600,6400,Park Ji Hye
2024-10-20,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,9.8,1300,12740,Hong Soo Geo
2024-10-28,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,8.8,1600,14080,Park Ji Hye
2024-10-30,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,5.5,1300,7150,Kim Jung Je
2024-11-01,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,7.5,1500,11250,Choi Cheong So
2024-11-11,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,9.0,1500,13500,Lee Jeong Hwa
2024-12-10,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,6.9,1600,11040,Hong Soo Geo
2024-12-19,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,9.0,1600,14400,Lee Jeong Hwa
2025-01-05,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,8.9,1300,11570,Kim Jung Je
2025-01-31,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,9.1,1500,13650,Park Ji Hye
2025-02-17,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,4.7,1500,7050,Lee Jeong Hwa
2025-03-31,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,8.3,1500,12450,Choi Cheong So
2025-04-07,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,7.6,1300,9880,Lee Jeong Hwa
2025-04-08,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,4.3,1600,6880,Park Ji Hye
2025-04-08,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,7.5,1600,12000,Choi Cheong So
2025-04-12,Pasta & Paella,"Gangnam-gu, Seoul, South Korea, Store Road 33",02-2296-9508,010-7809-7418,SMALL,9.4,1500,14100,Choi Cheong So
2023-05-02,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,36.6,1500,54900,Lee Jeong Hwa
2023-05-14,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,43.9,1600,70240,Choi Cheong So
2023-05-19,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,47.9,1300,62270,Lee Jeong Hwa
2023-06-01,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,38.9,1600,62240,Hong Soo Geo
2023-06-03,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,39.9,1600,63840,Lee Jeong Hwa
2023-06-04,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,29.0,1300,37700,Lee Jeong Hwa
2023-06-07,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,46.8,1300,60839,Lee Jeong Hwa
2023-06-14,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,45.0,1500,67500,Lee Jeong Hwa
2023-06-20,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,30.2,1500,45300,Lee Jeong Hwa
2023-06-27,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,44.4,1600,71040,Lee Jeong Hwa
2023-07-05,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,34.9,1600,55840,Park Ji Hye
2023-07-16,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,35.9,1500,53850,Lee Jeong Hwa
2023-07-28,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,35.9,1300,46670,Park Ji Hye
2023-08-11,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,38.1,1500,57150,Kim Jung Je
2023-08-17,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,30.5,1300,39650,Park Ji Hye
2023-08-17,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,36.3,1600,58079,Lee Jeong Hwa
2023-08-22,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,42.1,1600,67360,Kim Jung Je
2023-08-23,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,38.8,1600,62079,Hong Soo Geo
2023-09-02,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,30.1,1500,45150,Hong Soo Geo
2023-09-02,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,29.0,1600,46400,Choi Cheong So
2023-09-02,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,46.8,1300,60839,Hong Soo Geo
2023-09-09,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,28.9,1500,43350,Lee Jeong Hwa
2023-09-10,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,40.8,1600,65279,Lee Jeong Hwa
2023-09-19,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,46.4,1500,69600,Lee Jeong Hwa
2023-09-28,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,36.2,1300,47060,Hong Soo Geo
2023-10-02,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,48.3,1300,62789,Lee Jeong Hwa
2023-10-20,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,25.8,1500,38700,Hong Soo Geo
2023-10-21,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,42.1,1500,63150,Lee Jeong Hwa
2023-11-07,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,33.7,1500,50550,Hong Soo Geo
2023-11-14,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,49.7,1300,64610,Lee Jeong Hwa
2023-11-25,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,34.0,1500,51000,Kim Jung Je
2023-12-09,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,47.6,1300,61880,Kim Jung Je
2023-12-16,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,37.1,1500,55650,Park Ji Hye
2023-12-31,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,36.1,1500,54150,Hong Soo Geo
2024-01-09,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,43.8,1600,70080,Hong Soo Geo
2024-01-17,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,36.4,1500,54600,Kim Jung Je
2024-01-23,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,48.2,1300,62660,Park Ji Hye
2024-02-03,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,28.6,1500,42900,Park Ji Hye
2024-02-07,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,35.0,1300,45500,Lee Jeong Hwa
2024-02-15,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,36.2,1300,47060,Kim Jung Je
2024-02-17,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,36.6,1600,58560,Park Ji Hye
2024-02-17,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,47.9,1300,62270,Lee Jeong Hwa
2024-02-19,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,30.7,1600,49120,Kim Jung Je
2024-02-26,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,46.8,1300,60839,Hong Soo Geo
2024-02-27,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,49.4,1300,64220,Choi Cheong So
2024-03-11,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,34.5,1600,55200,Lee Jeong Hwa
2024-03-19,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,36.9,1300,47970,Lee Jeong Hwa
2024-04-04,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,32.9,1300,42770,Hong Soo Geo
2024-04-13,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,48.3,1600,77280,Choi Cheong So
2024-05-04,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,41.4,1300,53820,Lee Jeong Hwa
2024-05-16,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,35.5,1500,53250,Choi Cheong So
2024-05-16,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,27.9,1500,41850,Choi Cheong So
2024-05-20,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,44.4,1600,71040,Lee Jeong Hwa
2024-05-24,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,32.2,1300,41860,Choi Cheong So
2024-05-26,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,26.8,1300,34840,Lee Jeong Hwa
2024-06-01,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,26.4,1300,34320,Kim Jung Je
2024-06-02,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,30.8,1300,40040,Hong Soo Geo
2024-06-02,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,45.3,1300,58889,Lee Jeong Hwa
2024-06-05,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,36.7,1600,58720,Hong Soo Geo
2024-06-20,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,41.5,1600,66400,Hong Soo Geo
2024-07-04,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,29.1,1500,43650,Hong Soo Geo
2024-07-08,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,48.5,1500,72750,Choi Cheong So
2024-07-19,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,28.9,1600,46240,Hong Soo Geo
2024-07-21,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,49.4,1300,64220,Lee Jeong Hwa
2024-07-28,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,47.4,1600,75840,Park Ji Hye
2024-07-29,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,47.9,1600,76640,Park Ji Hye
2024-08-13,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,28.4,1300,36920,Lee Jeong Hwa
2024-08-15,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,29.0,1600,46400,Choi Cheong So
2024-08-16,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,39.0,1300,50700,Park Ji Hye
2024-09-02,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,32.6,1600,52160,Lee Jeong Hwa
2024-09-06,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,44.7,1300,58110,Lee Jeong Hwa
2024-09-16,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,34.1,1500,51150,Kim Jung Je
2024-09-21,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,49.1,1500,73650,Hong Soo Geo
2024-09-30,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,44.5,1500,66750,Park Ji Hye
2024-10-02,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,48.3,1500,72450,Hong Soo Geo
2024-10-02,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,43.9,1500,65850,Kim Jung Je
2024-10-05,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,44.5,1300,57850,Park Ji Hye
2024-10-17,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,33.7,1500,50550,Choi Cheong So
2024-10-24,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,29.8,1500,44700,Lee Jeong Hwa
2024-11-01,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,43.9,1500,65850,Choi Cheong So
2024-11-10,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,35.6,1600,56960,Kim Jung Je
2024-11-16,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,45.5,1600,72800,Park Ji Hye
2024-11-20,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,38.3,1500,57449,Choi Cheong So
2024-12-01,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,29.6,1500,44400,Choi Cheong So
2024-12-04,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,39.5,1300,51350,Hong Soo Geo
2024-12-07,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,27.2,1300,35360,Choi Cheong So
2024-12-17,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,49.3,1600,78880,Choi Cheong So
2024-12-20,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,49.0,1300,63700,Park Ji Hye
2024-12-23,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,41.5,1600,66400,Choi Cheong So
2024-12-28,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,48.6,1500,72900,Park Ji Hye
2024-12-29,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,30.6,1600,48960,Choi Cheong So
2025-01-09,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,34.8,1600,55679,Lee Jeong Hwa
2025-01-10,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,45.6,1600,72960,Kim Jung Je
2025-01-18,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,38.9,1600,62240,Choi Cheong So
2025-01-22,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,40.7,1600,65120,Park Ji Hye
2025-01-28,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,44.9,1500,67350,Lee Jeong Hwa
2025-02-03,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,40.1,1600,64160,Hong Soo Geo
2025-02-15,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,28.1,1500,42150,Choi Cheong So
2025-02-18,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,39.7,1300,51610,Hong Soo Geo
2025-03-01,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,36.0,1300,46800,Park Ji Hye
2025-03-06,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,37.2,1500,55800,Park Ji Hye
2025-03-12,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,29.8,1500,44700,Lee Jeong Hwa
2025-03-17,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,43.7,1300,56810,Choi Cheong So
2025-03-18,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,40.0,1600,64000,Lee Jeong Hwa
2025-04-04,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,28.7,1300,37310,Hong Soo Geo
2025-04-13,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,41.9,1600,67040,Park Ji Hye
2025-04-15,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,40.4,1500,60600,Lee Jeong Hwa
2025-04-21,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,49.2,1500,73800,Park Ji Hye
2025-04-21,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,41.5,1300,53950,Park Ji Hye
2025-04-23,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,31.4,1500,47100,Kim Jung Je
2025-04-25,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,35.7,1600,57120,Park Ji Hye
2025-04-28,Rice & Roll,"Seongbuk-gu, Seoul, South Korea, Store Road 39",02-2389-5964,010-7128-4738,LARGE,41.0,1600,65600,Kim Jung Je
2023-05-15,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,5.7,1600,9120,Kim Jung Je
2023-06-03,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,7.4,1500,11100,Kim Jung Je
2023-08-03,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,9.0,1500,13500,Choi Cheong So
2023-09-22,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,7.4,1300,9620,Hong Soo Geo
2023-10-07,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,8.4,1600,13440,Park Ji Hye
2023-10-26,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,8.1,1500,12150,Kim Jung Je
